"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"1051045",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2019143878","201968692",1,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",278.529,0,0,278.529,0,0,0,0,278.529,0,0,278.529,0,0,0,0,0,0,302,278.529,0,0,0,"SBI ENERGY EFFICIENT HOUSING","SBI Energy Efficient Housing",23183,"Energy conservation and demand-side efficiency",231,"Energy",12001,"Central Government","Central Government",12000,"","12/12/2019","12/10/2027","SBI Energy Efficient Housing","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/12/2019",1,2,"2420",0,"5/15/2025","11/15/2034",0,0,0,0,23183,0,0,0,"","",1054
"1051458",2019,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2011127200","200865949",3,218,"South Africa",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.347893,0,0,0.347893,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.347893,0.347893,0.347893,"GREEN GOAL, PROGRAM NON MOTORIZED TRANSPORT (NMT) IN SOUTH AFRICA","Green Goal, Program Non Motorized Transport (NMT) in South Africa",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12001,"Central Government","Central Government",12000,"","3/27/2012","3/27/2015","Contribution to an energy efficient, sustainable and secure transportation in South African cities in order to especially provide poor population groups with transportation possibilities.","",1,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,"12/14/2011",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1055
"1052066",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2014126217a","201066265",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,6.58457,0,0,6.58457,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"ENERGY EFFICIENCY IN PUBLIC BUILDINGS AND INFRASTRUCTURE (PHASE II)","Energy efficiency in public buildings and infrastructure (Phase II)",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","11/13/2014","11/11/2022","The aim of the project is a more efficient use of energy in sub-sectors with high energy requirements and a concomitant reduction in greenhouse gas emissions.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/31/2014",1,2,"1960",0,"6/29/2018","6/30/2020",0.124422,1.38363,0,0,23110,0,0,0,"","",1056
"1052363",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2016137465b","215010285",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,7.1805,0,0,7.1805,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,7.1805,2.60272,2.60272,"INTEGRATED WATERTRANSPORT KOCHI","Integrated Watertransport Kochi",21010,"Transport policy and administrative management",210,"Transport and Storage",12001,"Central Government","Central Government",12000,"","2/28/2019","2/26/2027","Integrated Watertransport Kochi","",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"6/17/2016",1,2,"1510",0,"12/30/2020","12/30/2030",0.00586988,7.1805,0,0,21010,0,0,0,"","",1057
"1052426",2019,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019013664","18_I_307_IDN_G_",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.788494,0,0,0.788494,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.788494,0.788494,0.788494,"MEASUREMENT, REPORTING AND VERIFICATION (MRV) SYSTEM FOR MITIGATION ACTIONS IN INDONESIA","Measurement, reporting and verification (MRV) system for mitigation actions in Indonesia",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",11003,"Public corporations","GIZ",11000,"","11/1/2018","10/31/2020","Setting up a national measurement, reporting, verification (MRV) system to comply with the reporting obligations of the Paris Agreement (Article 13/2015), IDN faces challenges of realigning several existing databases incl. data collection. The project supports the Indonesian government, particularly BAPPENAS (State Ministry of National Development Planning), in the development of a standardized MRV system of mitigation measures - 1) support national/sub-national stakeholders in the integration of existing tool (PEP) into a national MRV system, including the development of institutional arrangements, 2) support the Secretariat of the National Action Plan on Reduction (RAN-GRK) of collecting standardized data that is consistent with international guidelines and building a comprehensive data management system, 3) strengthening capacities for national and sub-national stakeholders in reporting on mitigation measures. The project will work closely with BAPPENAS (lead ministry for implementation of RAN-GRK) and, with other actors (in particular KLHK (Ministry of Environment and Forestry) and the Ministry of the Interior)","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"10/11/2018",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1058
"1052535",2019,5,"Germany",5,"Federal Ministry of Finance","2019013114","",8,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.301228,0.301228,0,0.301228,0.301228,0,0,0,0,0,0.301228,0,0,0.301228,0,0,0,0,302,0.301228,0.301228,0.301228,0.301228,"GERMAN 'ENERGIEWENDE' EXPERTISE FOR CHINA - CNREC, PART 2 (CNREC = CHINA NATIONAL RENEWABLE ENERGY CENTRE)","German 'Energiewende' expertise for China - CNREC, Part 2 (CNREC = China National Renewable Energy Centre)",23110,"Energy policy and administrative management",231,"Energy",11000,"Donor Government","Donor Government",11000,"","8/22/2016","12/31/2019","The project is intended to help enable the scientific think tank China National Renewable Energy Centre (CNREC) to develop appropriate strategies and policy recommendations for China by transferring German experiences and approaches from the German energy transition.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"12/31/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1059
"1052607",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2008123799a","200665786",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,2.30382,0,0,2.30382,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"PROGRAMME CITY DEVELOPMENT","Programme City Development",43030,"Urban development and management",430,"Other MultiSector",12001,"Central Government","Central Government",12000,"","1/20/2011","4/19/2019","Financing of the installation of a district heating system in the Licang District of Qingdao City and the extension of the district heating system in Songyuan City.","",1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/16/2008",1,2,"2780",0,"6/30/2012","6/30/2022",0.404852,5.48141,0,0,43030,0,0,0,"","",1060
"1052733",2019,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010127610a","201066760",3,218,"South Africa",10003,"South of Sahara",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"IDC ENVIRONMENT CREDIT FACILITY (LOAN)","IDC Environment Credit Facility (loan)",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","12/19/2011","12/18/2014","IDC Environment Credit Facility (loan)","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/14/2010",1,2,"2000",0,"12/31/2022","12/31/2040",0.136572,6.82861,0,0,23110,0,0,0,"","",1061
"1052757",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2010123721c","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,1.15751,0,0,1.15751,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","5/8/2013","5/6/2021","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"9/21/2010",1,2,"1890",0,"12/30/2016","12/30/2022",0.179802,3.39259,0,0,23110,0,0,0,"","",1062
"1052956",2019,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019013527","15_I_254_IND_A_India",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.556709,0,0,0.556709,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.556709,0.556709,0.556709,"INDIA SUSTAINABLE MOBILITY INITIATIVE","India Sustainable Mobility Initiative",21010,"Transport policy and administrative management",210,"Transport and Storage",22000,"Donor country-based NGO","Donor country-based NGO",22000,"","9/1/2015","12/31/2020","The Institute for Transportation and Development Policy (ITDP)'s India Sustainable Mobility Initiative will focus on the development of effective state-level urban transport policies and capacity building in the states of Gujarat, Maharashtra, and Tamil Nadu. The aim is that by the end of the grant, state policies will promote high quality BRT together with zoning and parking reform, to dramatically cut greenhouse gas emissions.","",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"8/28/2015",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"","",1063
"1052962",2019,5,"Germany",5,"Federal Ministry of Finance","2019013113","",8,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.861972,0.861972,0,0.861972,0.861972,0,0,0,0.732677,0,0.129296,0.732677,0,0.129296,0,0,0,0,302,0.861972,0.861972,0.861972,0.861972,"GERMAN 'ENERGIEWENDE' EXPERTISE FOR CHINA - CNREC, PART 1 (CNREC = CHINA NATIONAL RENEWABLE ENERGY CENTRE)","German 'Energiewende' expertise for China - CNREC, Part 1 (CNREC = China National Renewable Energy Centre)",23110,"Energy policy and administrative management",231,"Energy",11003,"Public corporations","GIZ",11000,"","9/1/2016","12/31/2019","The project shall contribute expert input from Germany and German experiences regarding the 'Energiewende', complementary to the Danish and American expertise to support the China National Renewable Energy Centre (CNREC) with specific measures for capacity development. The measures of this project aim at making a contribution towards the expansion of trustful relations between the Federal Ministry for Economic Affairs and Energy (BMWi) and the German institutions with CNREC and the political partner National Energy Administration (NEA) and shall strengthen the Chinese expertise and pool of experts towards a sustainable development of the energy systems.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"12/31/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1064
"1053007",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2009123721a","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,1.51349,0,0,1.51349,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","3/25/2011","5/3/2019","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"6/30/2009",1,2,"1890",0,"12/30/2012","6/30/2022",0.242442,3.08127,0,0,23110,0,0,0,"","",1065
"1053252",2019,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2019002043","201520816",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.91178,0,0,1.91178,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,1.91178,1.91178,1.91178,"SMART GRIDS FOR RENEWABLE ENERGIES AND ENERGY EFFICIENCY","Smart grids for renewable energies and energy efficiency",23183,"Energy conservation and demand-side efficiency",231,"Energy",11003,"Public corporations","GIZ",11000,"","7/1/2017","6/30/2021","Consumers and environment benefit from more efficient, environmentally-friendly and socially just provision and consumption of energy in Viet Nam","",0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"4/24/2017",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1066
"1053299",2019,5,"Germany",5,"Federal Ministry of Finance","2019013130","",8,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0.331978,0.331978,0,0.331978,0.331978,0,0,0,0,0,0.331978,0,0,0.331978,0,0,0,0,302,0.331978,0.331978,0.331978,0.331978,"ENERGY EFFICIENCY OF PRODUCTION PROCESS AND EQUIPMENT / ENERGY AUDITS","Energy efficiency of production process and equipment / energy audits",23183,"Energy conservation and demand-side efficiency",231,"Energy",11000,"Donor Government","Donor Government",11000,"","10/13/2017","12/31/2019","The main and economic energy saving- and environmental relief potentials in the Chinese industry are expected to open up on the basis of the joint implementation of energy diagnoses in Chinese industrial companies and energy efficiency actions with very efficient cross-sectional technology. The employees of the involved companies and other Chinese institutions will get advice and training. The framework conditions for energy efficient products and services will be improved.","",0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,"12/31/2019",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1067
"1053616",2019,5,"Germany",68,"Federal Ministry of Education and Research","2019014217a","01DO18008A",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0,0.0649278,0,0,0.0649278,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.0649278,0.0649278,0.0649278,"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS)","Scientific cooperation with other countries (not included in other areas)",23183,"Energy conservation and demand-side efficiency",231,"Energy",51000,"University, college or other teaching institution, research institute or think-tank","Teaching institution/Research and development institute",51000,"","7/1/2018","6/30/2021","Collaborative project - Energy system optimization to achieve a higher proportion of renewable energy, sub-project - Analysis of supranational integration - Energy technologies and energy efficiency","",0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,"11/23/2018",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1068
"1053995",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2014126217c","201066265",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"ENERGY EFFICIENCY IN PUBLIC BUILDINGS AND INFRASTRUCTURE (PHASE II)","Energy efficiency in public buildings and infrastructure (Phase II)",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","4/5/2016","4/3/2024","The aim of the project is a more efficient use of energy in sub-sectors with high energy requirements and a concomitant reduction in greenhouse gas emissions.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"3/31/2014",1,2,"1960",0,"6/30/2023","6/30/2026",0.443146,22.3889,0,0,23110,0,0,0,"","",1069
"1054105",2019,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2010123721e","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","4/16/2012","4/16/2015","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"6/24/2010",1,2,"1890",0,"6/30/2023","6/30/2030",0.0367318,4.89757,0,0,23110,0,0,0,"","",1070
"1054110",2019,5,"Germany",9,"Federal Min. for the Env., Nature Conservation and Nuclear Safety","2019013740","19_I_373_CHN_G_ Low",1,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",5.59722,0.690784,0,5.59722,0.690784,0,0,0,4.74645,0,0.850778,4.74645,0,0.850778,0,0,0,0,302,5.59722,0.690784,0.690784,0.690784,"SUPPORTING THE LOW CARBON DEVELOPMENT OF JIANGSU PROVINCE PHASE III","Supporting the Low Carbon Development of Jiangsu Province Phase III",23183,"Energy conservation and demand-side efficiency",231,"Energy",11003,"Public corporations","GIZ",11000,"","1/1/2019","2/28/2023","The project supports the Jiangsu Development and Reform Commission in drafting holistic energy strategies adapted to the requirements of cities and industry sectors. It focuses on providing advice on integrated, innovative energy systems, especially in terms of energy streams and materials flows, increased energy efficiency and renewable energies.","",0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"5/24/2019",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1071
"1054271",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2009123721b","200766378",3,730,"China",10008,"Far East Asia",10019,"UMICs",13,"ODA Loans",1,10,421,"C01",0,0,0.526139,0,0,0.526139,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"CLIMATE PROTECTION AND URBAN DEVELOPMENT","Climate Protection and Urban Development",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","11/18/2010","11/16/2018","Financing of equipment, installation and consulting services for the Residual Heat Power Generation Xinjiang Project.","",0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/15/2009",1,2,"1890",0,"6/30/2013","12/30/2022",0.086931,1.35451,0,0,23110,0,0,0,"","",1072
"1054385",2019,5,"Germany",68,"Federal Ministry of Education and Research","2019014500c","01LY1713C",1,764,"Thailand",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0.226096,0.0134566,0,0.226096,0.0134566,0,0,0,0,0,0.226096,0,0,0.226096,0,0,0,0,302,0.226096,0.0134566,0.0134566,0.0134566,"MITIGATION","Mitigation",23183,"Energy conservation and demand-side efficiency",231,"Energy",61009,"Other non-financial corporations","Other non-financial corporations",61000,"","9/1/2018","2/28/2021","SME-innovative - Joint Project Climate Protection - Development of energy self-sufficient climate controlled storage facilities for off-grid areas in the ASEAN Region (SilaaCooling), Part 3 - Development of a control system for the battery and energy Management - Viable technologies to protect resources (water, Integrated Water Resources Management (IWRM), land, forests, settlements) and eco-technologies in the developing country","",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"1/1/2019",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1073
"1054428",2019,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2010123645c","200866129",3,645,"India",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,1.64111,0,0,1.64111,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"ENERGY EFFICIENT NEW RESIDENTIAL HOUSING","Energy Efficient New Residential Housing",23110,"Energy policy and administrative management",231,"Energy",12001,"Central Government","Central Government",12000,"","12/27/2013","12/25/2021","The Loan shall exclusively be used to fund loans to be granted by PLIs to eligible home buyers for the purpose of purchasing apartments in energy efficient new residential buildings.","",0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,"12/31/2010",1,2,"2310",0,"6/30/2014","12/30/2022",0.143054,4.93003,0,0,23110,0,0,0,"","",1074
"1131766",2019,742,"Korea",2,"Export-Import Bank of Korea","2012004292","12ED00015",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","12/21/2012","12/31/2012","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue","",0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,"11/15/2012",1,2,"300",0,"5/17/2023","11/15/2042",0.085493,28.4977,0,0,41010,0,0,0,"","",1075
"1131960",2019,742,"Korea",99,"Miscellaneous","2019162880","2.01918E+11",8,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D02",0.171631,0.171631,0,0.171631,0.171631,0,0,0,0.171631,0,0,0.171631,0,0,0,0,0,0,302,0.171631,0.171631,0.171631,0.171631,"CLIMATE CHANGE RESPONSE PROGRAM(REGIONAL POLICY CONSULTING PROJECT(INDONESIA))","Climate Change Response Program(Regional Policy Consulting Project(Indonesia))",23183,"Energy conservation and demand-side efficiency",231,"Energy",11003,"Public corporations","Korea Energy Agency",11000,"FAR EAST ASIA","2/1/2019","12/31/2019","Climate Change Response Program(Regional Policy Consulting Project(Indonesia))","7.b;13.3",0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,"1/1/2019",0,0,"0",0,"","",0,0,0,0,23183,0,0,0,"","",1076
"1131965",2019,742,"Korea",4,"Korea International Cooperation Agency","2019157771","2.01904E+12",8,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"D02",0.018188,0.018188,0,0.018188,0.018188,0,0,0,0,0,0.018188,0,0,0.018188,0,0,0,0,302,0.018188,0.018188,0.018188,0.018188,"CAPACITY BUILDING FOR MAINTENANCE OF METEOROLOGICAL INSTRUMENTS AND EARLY WARNING SYSTEM","Capacity Building for Maintenance of Meteorological Instruments and Early Warning System",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",11000,"Donor Government","KOICA",11000,"FAR EAST ASIA","1/1/2019","12/31/2019","Improving the ability to prepare for natural disasters due to climate change by strengthening the utilization and management of weather equipment in developing countries","13",0,2,0,0,0,2,0,0,1,0,0,0,0,2,2,0,"10/24/2019",0,0,"0",0,"","",0,0,0,0,41010,0,0,0,"","",1077
"1132820",2019,742,"Korea",2,"Export-Import Bank of Korea","2013001171","13ED00017",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","12/25/2013","12/30/2013","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue","",0,2,1,0,0,0,0,0,0,1,0,0,0,2,2,0,"12/16/2013",1,2,"1000",0,"6/16/2024","12/16/2043",0.184321,18.4321,0,0,41010,0,0,0,"","",1078
"1135793",2019,742,"Korea",2,"Export-Import Bank of Korea","2014009955","14ED00021",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,"SUPPORT PROGRAM TO RESPOND TO CLIMATE CHANGE","Support Program to Respond to Climate Change",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12000,"Recipient Government","Export Import Bank of Korea",12000,"FAR EAST ASIA","3/19/2015","12/31/2017","To support policy actions and strategies for the respond to climate change of Vietnam, through policy dialogue, d on the National Target Program to respond to climate change","",0,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,"12/30/2014",1,2,"1000",0,"6/30/2025","12/29/2044",0.095997,9.59971,0,0,41010,0,0,0,"","",1079
"1136131",2019,742,"Korea",4,"Korea International Cooperation Agency","2017077884","2.01602E+12",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.650533,0,0,0.650533,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0.650533,0.650533,0.650533,"THE VIETNAM INDUSTRIAL ENERGY EFFICIENCY PROJECT (VIEEP)","The Vietnam Industrial Energy Efficiency Project (VIEEP)",23183,"Energy conservation and demand-side efficiency",231,"Energy",11000,"Donor Government","KOICA",11000,"FAR EAST ASIA","1/31/2017","12/31/2019","Energy auditing and efficiency improvement for the industrial park in Bac Ninh/ Develop capaicty and awareness of IEE Practitioners.","7;13",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"2/8/2017",0,0,"0",0,"","",0,0,0,0,23183,0,0,0,"","",1080
"1151653",2019,918,"EU Institutions",1,"European Commission","2014000321","SCR.DEC.035111",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",6.71667,0,0,6.71667,0,0,0,0,0,6.71667,0,0,6.71667,0,0,0,0,0,918,6,0,0,0,"ACCESS TO SUSTAINABLE ENERGY IN THE PHILIPPINES","Access to Sustainable Energy in the Philippines",23110,"Energy policy and administrative management",231,"Energy",12000,"Recipient Government","Recipient Government",12000,"","4/16/2020","12/18/2022","The EU will support the Philippines in achieving inclusive economic growth through greater access to sustainable energy for the poor in rural, remote and underdeveloped areas. More investments in renewable energy will be promoted while the power system of the Philippines will become more resilient to natural disasters.","7",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"12/13/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1081
"1151715",2019,918,"EU Institutions",1,"European Commission","2.01E+12","SCR.CTR.346495",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.0942796,0,0,0.0942796,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.08422,0.08422,0.0942796,"TECHNICAL COOPERATION FOR ENVIRONMENT IN INDIA","Technical Cooperation for Environment in India",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",60000,"Private Sector Institutions","Private sector institution",60000,"India","9/18/2014","9/17/2018","The purpose of this contract is as follows: to support the exchange of best practices policies and implementation and enforcement of existing regulations and policies, through the implementation of seminars, training courses, studies, awareness raising, visibility activities and study tours.","",0,2,1,0,0,0,0,0,0,1,1,0,1,2,0,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1082
"1152455",2019,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.378595",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.884361,0,0,0.884361,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.79,0.79,0.884361,"'MOBILISE YOUR CITY' - INDIA","'Mobilise Your City' - India",21010,"Transport policy and administrative management",210,"Transport and Storage",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"Nagpur, Kochi, Ahmedabad.","","","The Programme seeks to support governments at both local and national levels in their involvement in transformational actions for a more sustainable urban mobility. It is aimed at supporting three pilot cities in India in their efforts to reduce their GHG emissions related to urban transport and help improve sustainable transport policy .","",0,2,1,0,0,0,0,0,1,0,1,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"","",1083
