"","Recipient","DonorName","flow_type","year","Value"
"9282","India","Korea","Disbursements",2017,0.018091
"9283","Indonesia","Korea","Disbursements",2017,0.420453
"9284","Indonesia","Korea","Disbursements",2017,0.01098
"9288","Indonesia","Korea","Disbursements",2017,0.38411
"9289","Indonesia","Korea","Disbursements",2017,0.051586
"9290","Indonesia","Korea","Disbursements",2017,0.176892
"9291","Indonesia","Korea","Disbursements",2017,0.136382
"9293","Indonesia","Korea","Disbursements",2017,1.154262
"9294","Indonesia","Korea","Disbursements",2017,1.132446
"9296","Indonesia","Korea","Disbursements",2017,0.023898
"9326","Philippines","Korea","Disbursements",2017,13.857092
"9332","Philippines","Korea","Disbursements",2017,0.176892
"9333","Philippines","Korea","Disbursements",2017,0.096254
"9338","Philippines","Korea","Disbursements",2017,0.340302
"9365","Thailand","Korea","Disbursements",2017,0.009729
"9367","Vietnam","Korea","Disbursements",2017,1.432185
"9368","Vietnam","Korea","Disbursements",2017,0.073389
"9369","Vietnam","Korea","Disbursements",2017,0.085071
"9372","Vietnam","Korea","Disbursements",2017,0.422765
"9373","Vietnam","Korea","Disbursements",2017,0.085071
"9374","Vietnam","Korea","Disbursements",2017,1.990032
"9375","Vietnam","Korea","Disbursements",2017,0.225162
"9376","Vietnam","Korea","Disbursements",2017,0.015291
"9377","Vietnam","Korea","Disbursements",2017,2.255854
"9378","Vietnam","Korea","Disbursements",2017,0.147427
"9380","Vietnam","Korea","Disbursements",2017,5.651541
"9426","Indonesia","Netherlands","Disbursements",2017,0.158731
"9434","Indonesia","Netherlands","Disbursements",2017,0.056363
"9525","Brazil","Sweden","Disbursements",2017,0.122733
"9532","Brazil","Sweden","Disbursements",2017,0.641898
"9560","India","Sweden","Disbursements",2017,0.278413
"9567","Indonesia","Sweden","Disbursements",2017,0.112671
"9574","Indonesia","Sweden","Disbursements",2017,1.192067
"9595","Pakistan","Sweden","Disbursements",2017,0.07839
"9616","Philippines","Sweden","Disbursements",2017,0.734702
"9630","South Africa","Sweden","Disbursements",2017,0.856315
"9637","Thailand","Sweden","Disbursements",2017,0.028665
"9644","Thailand","Sweden","Disbursements",2017,0.139207
"9672","Brazil","Switzerland","Disbursements",2017,0.000711
"9686","China","Switzerland","Disbursements",2017,1.695471
"9691","India","Switzerland","Disbursements",2017,0.23079
"9692","India","Switzerland","Disbursements",2017,0.005078
"9694","India","Switzerland","Disbursements",2017,1.331984
"9700","India","Switzerland","Disbursements",2017,1.913682
"9704","Indonesia","Switzerland","Disbursements",2017,0.000762
"9736","Pakistan","Switzerland","Disbursements",2017,0.323924
"9742","Pakistan","Switzerland","Disbursements",2017,0.106441
"9770","South Africa","Switzerland","Disbursements",2017,0.0869
"9772","South Africa","Switzerland","Disbursements",2017,4.328187
"9801","Brazil","UK","Disbursements",2017,0.178077
"9803","Brazil","UK","Disbursements",2017,0.261593
"9807","Brazil","UK","Disbursements",2017,0.053342
"9808","Brazil","UK","Disbursements",2017,0.055597
"9812","Brazil","UK","Disbursements",2017,0.248691
"9814","Brazil","UK","Disbursements",2017,0.673034
"9815","China","UK","Disbursements",2017,0.063579
"9817","China","UK","Disbursements",2017,1.336235
"9819","China","UK","Disbursements",2017,0.129887
"9821","China","UK","Disbursements",2017,0.035295
"9822","China","UK","Disbursements",2017,0.045014
"9823","China","UK","Disbursements",2017,1.048625
"9825","China","UK","Disbursements",2017,0.190501
"9826","China","UK","Disbursements",2017,0.830078
"9827","China","UK","Disbursements",2017,0.045972
"9828","China","UK","Disbursements",2017,0.169596
"9829","India","UK","Disbursements",2017,0.594866
"9831","India","UK","Disbursements",2017,3.425025
"9832","India","UK","Disbursements",2017,0.003128
"9835","India","UK","Disbursements",2017,0.25043
"9836","India","UK","Disbursements",2017,0.38526
"9840","India","UK","Disbursements",2017,4.506858
"9842","India","UK","Disbursements",2017,15.116173
"9845","Indonesia","UK","Disbursements",2017,0.083044
"9849","Indonesia","UK","Disbursements",2017,0.020216
"9854","Indonesia","UK","Disbursements",2017,13.61303
"9859","Mexico","UK","Disbursements",2017,0.11213
"9861","Mexico","UK","Disbursements",2017,0.071312
"9863","Mexico","UK","Disbursements",2017,0.094872
"9868","Mexico","UK","Disbursements",2017,0.184432
"9869","Mexico","UK","Disbursements",2017,0.041317
"9870","Mexico","UK","Disbursements",2017,0.079115
"9871","Pakistan","UK","Disbursements",2017,0.524186
"9881","Pakistan","UK","Disbursements",2017,0.073397
"9882","Pakistan","UK","Disbursements",2017,15.45716
"9884","Pakistan","UK","Disbursements",2017,0.412643
"9891","Philippines","UK","Disbursements",2017,0.038948
"9896","Philippines","UK","Disbursements",2017,0.138998
"9899","South Africa","UK","Disbursements",2017,0.0183
"9901","South Africa","UK","Disbursements",2017,0.042078
"9910","South Africa","UK","Disbursements",2017,0.099162
"9912","South Africa","UK","Disbursements",2017,0.724208
"9919","Thailand","UK","Disbursements",2017,0.038948
"9924","Thailand","UK","Disbursements",2017,0.0494
"9929","Vietnam","UK","Disbursements",2017,0.010095
"9933","Vietnam","UK","Disbursements",2017,0.023435
"9938","Vietnam","UK","Disbursements",2017,0.13888
"9939","Vietnam","UK","Disbursements",2017,0.037984
"9941","Brazil","USA","Disbursements",2017,0.063
"9942","Brazil","USA","Disbursements",2017,0.60274
"9943","Brazil","USA","Disbursements",2017,0.2
"9944","Brazil","USA","Disbursements",2017,0.2866
"9954","Brazil","USA","Disbursements",2017,0.05879
"9955","China","USA","Disbursements",2017,0.25312
"9956","China","USA","Disbursements",2017,2.75377
"9957","China","USA","Disbursements",2017,0.72428
"9959","China","USA","Disbursements",2017,0.16901
"9960","China","USA","Disbursements",2017,0.43471
"9965","China","USA","Disbursements",2017,0.07408
"9968","China","USA","Disbursements",2017,0.10238
"9969","India","USA","Disbursements",2017,0.14712
"9970","India","USA","Disbursements",2017,0.59567
"9971","India","USA","Disbursements",2017,0.07
"9974","India","USA","Disbursements",2017,0.672
"9976","India","USA","Disbursements",2017,2.5464
"9979","India","USA","Disbursements",2017,0.14215
"9980","India","USA","Disbursements",2017,0.00491
"9982","India","USA","Disbursements",2017,0.2543
"9983","Indonesia","USA","Disbursements",2017,0.6276
"9984","Indonesia","USA","Disbursements",2017,0.40081
"9985","Indonesia","USA","Disbursements",2017,0.18428
"9990","Indonesia","USA","Disbursements",2017,0.0309
"9994","Indonesia","USA","Disbursements",2017,0.59066
"9997","Mexico","USA","Disbursements",2017,0.00739
"9998","Mexico","USA","Disbursements",2017,0.46083
"10004","Mexico","USA","Disbursements",2017,0.0337
"10008","Mexico","USA","Disbursements",2017,2.33783
"10011","Pakistan","USA","Disbursements",2017,13.34657
"10013","Pakistan","USA","Disbursements",2017,25.6234
"10025","Philippines","USA","Disbursements",2017,1.42834
"10026","Philippines","USA","Disbursements",2017,0.294
"10027","Philippines","USA","Disbursements",2017,0.10341
"10028","Philippines","USA","Disbursements",2017,0.002
"10030","Philippines","USA","Disbursements",2017,0.129
"10036","Philippines","USA","Disbursements",2017,1.2096
"10042","South Africa","USA","Disbursements",2017,0.465
"10050","South Africa","USA","Disbursements",2017,0.00747
"10052","South Africa","USA","Disbursements",2017,0.01511
"10056","Thailand","USA","Disbursements",2017,0.105
"10068","Vietnam","USA","Disbursements",2017,0.00403
"10069","Vietnam","USA","Disbursements",2017,0.27444
"10070","Vietnam","USA","Disbursements",2017,0.04
"10078","Vietnam","USA","Disbursements",2017,3.02148
"10112","India","Australia","Commitments",2018,0.099255
"10117","India","Australia","Commitments",2018,1.555823
"10121","India","Australia","Commitments",2018,8e-06
"10123","Indonesia","Australia","Commitments",2018,1.332937
"10125","Indonesia","Australia","Commitments",2018,0.940644
"10132","Indonesia","Australia","Commitments",2018,0.04752
"10134","Indonesia","Australia","Commitments",2018,0.945876
"10136","Indonesia","Australia","Commitments",2018,0.93888
"10153","Pakistan","Australia","Commitments",2018,3.213177
"10159","Pakistan","Australia","Commitments",2018,0.02241
"10165","Philippines","Australia","Commitments",2018,1.880248
"10176","Philippines","Australia","Commitments",2018,0.000822
"10178","Philippines","Australia","Commitments",2018,0.006851
"10188","South Africa","Australia","Commitments",2018,2e-05
"10190","South Africa","Australia","Commitments",2018,0.057037
"10191","South Africa","Australia","Commitments",2018,0.399257
"10204","Thailand","Australia","Commitments",2018,0.000906
"10206","Thailand","Australia","Commitments",2018,0.001752
"10207","Vietnam","Australia","Commitments",2018,1.064692
"10218","Vietnam","Australia","Commitments",2018,1.12145
"10220","Vietnam","Australia","Commitments",2018,0.001714
"10232","Brazil","Canada","Commitments",2018,0.001312
"10246","China","Canada","Commitments",2018,1.197809
"10251","India","Canada","Commitments",2018,0.038577
"10256","India","Canada","Commitments",2018,0.002262
"10260","India","Canada","Commitments",2018,0.005986
"10274","Indonesia","Canada","Commitments",2018,0.009605
"10276","Indonesia","Canada","Commitments",2018,0.002058
"10277","Mexico","Canada","Commitments",2018,4.31101
"10282","Mexico","Canada","Commitments",2018,4.31101
"10288","Mexico","Canada","Commitments",2018,0.864833
"10302","Pakistan","Canada","Commitments",2018,0.003401
"10316","Philippines","Canada","Commitments",2018,0.013573
"10317","Philippines","Canada","Commitments",2018,0.033315
"10321","South Africa","Canada","Commitments",2018,0.001767
"10330","South Africa","Canada","Commitments",2018,0.022601
"10331","South Africa","Canada","Commitments",2018,0.05615
"10344","Thailand","Canada","Commitments",2018,0.009605
"10346","Thailand","Canada","Commitments",2018,0.002058
"10358","Vietnam","Canada","Commitments",2018,0.180787
"10359","Vietnam","Canada","Commitments",2018,0.046053
"10393","India","Denmark","Commitments",2018,0.075924
"10402","India","Denmark","Commitments",2018,0.047517
"10405","Indonesia","Denmark","Commitments",2018,0.110668
"10414","Indonesia","Denmark","Commitments",2018,0.063857
"10415","Indonesia","Denmark","Commitments",2018,0.079195
"10512","Brazil","France","Commitments",2018,0.621088
"10514","Brazil","France","Commitments",2018,0.235601
"10526","China","France","Commitments",2018,1.071759
"10528","China","France","Commitments",2018,82.615366
"10539","India","France","Commitments",2018,0.004957
"10540","India","France","Commitments",2018,0.407226
"10542","India","France","Commitments",2018,118.140511
"10543","Indonesia","France","Commitments",2018,177.032928
"10554","Indonesia","France","Commitments",2018,0.260705
"10559","Mexico","France","Commitments",2018,0.690428
"10568","Mexico","France","Commitments",2018,0.116543
"10570","Mexico","France","Commitments",2018,0.00177
"10596","Philippines","France","Commitments",2018,0.09209
"10610","South Africa","France","Commitments",2018,0.274147
"10614","Thailand","France","Commitments",2018,0.256108
"10624","Thailand","France","Commitments",2018,0.136236
"10638","Vietnam","France","Commitments",2018,0.457549
"10639","Vietnam","France","Commitments",2018,0.057595
"10640","Vietnam","France","Commitments",2018,0.647188
"10643","Brazil","Germany","Commitments",2018,12.746371
"10644","Brazil","Germany","Commitments",2018,0.041674
"10646","Brazil","Germany","Commitments",2018,2.360439
"10649","Brazil","Germany","Commitments",2018,0.672572
"10650","Brazil","Germany","Commitments",2018,0.371769
"10652","Brazil","Germany","Commitments",2018,9.356799
"10654","Brazil","Germany","Commitments",2018,0.545601
"10657","China","Germany","Commitments",2018,1.267135
"10660","China","Germany","Commitments",2018,0.697196
"10661","China","Germany","Commitments",2018,0.067942
"10663","China","Germany","Commitments",2018,5.818197
"10666","China","Germany","Commitments",2018,0.035406
"10667","China","Germany","Commitments",2018,1.326436
"10668","China","Germany","Commitments",2018,0.177019
"10669","India","Germany","Commitments",2018,10.031866
"10673","India","Germany","Commitments",2018,0.18096
"10674","India","Germany","Commitments",2018,0.529729
"10677","India","Germany","Commitments",2018,0.667004
"10680","India","Germany","Commitments",2018,3.776702
"10681","India","Germany","Commitments",2018,0.389
"10682","India","Germany","Commitments",2018,10.828746
"10685","Indonesia","Germany","Commitments",2018,3.450645
"10694","Indonesia","Germany","Commitments",2018,2.454857
"10695","Indonesia","Germany","Commitments",2018,0.011212
"10699","Mexico","Germany","Commitments",2018,9.241056
"10702","Mexico","Germany","Commitments",2018,197.239214
"10708","Mexico","Germany","Commitments",2018,0.017703
"10714","Pakistan","Germany","Commitments",2018,0.047871
"10723","Pakistan","Germany","Commitments",2018,0.006807
"10729","Philippines","Germany","Commitments",2018,0.004426
"10736","Philippines","Germany","Commitments",2018,0.48389
"10738","Philippines","Germany","Commitments",2018,0.047087
"10741","South Africa","Germany","Commitments",2018,8.21492
"10745","South Africa","Germany","Commitments",2018,0.906594
"10750","South Africa","Germany","Commitments",2018,0.122254
"10751","South Africa","Germany","Commitments",2018,1.1814
"10757","Thailand","Germany","Commitments",2018,0.01907
"10758","Thailand","Germany","Commitments",2018,0.959531
"10761","Thailand","Germany","Commitments",2018,0.013025
"10765","Thailand","Germany","Commitments",2018,0.014163
"10766","Thailand","Germany","Commitments",2018,0.047209
"10770","Vietnam","Germany","Commitments",2018,0.031571
"10771","Vietnam","Germany","Commitments",2018,0.55357
"10774","Vietnam","Germany","Commitments",2018,3.699988
"10775","Vietnam","Germany","Commitments",2018,0.970125
"10777","Vietnam","Germany","Commitments",2018,0.000509
"10778","Vietnam","Germany","Commitments",2018,21.371959
"10780","Vietnam","Germany","Commitments",2018,0.010504
"10781","Brazil","Japan","Commitments",2018,0.023307
"10783","Brazil","Japan","Commitments",2018,0.70311
"10787","Brazil","Japan","Commitments",2018,0.021001
"10792","Brazil","Japan","Commitments",2018,0.161983
"10793","Brazil","Japan","Commitments",2018,0.014859
"10794","Brazil","Japan","Commitments",2018,0.037759
"10802","China","Japan","Commitments",2018,0.020917
"10806","China","Japan","Commitments",2018,1.729535
"10809","India","Japan","Commitments",2018,75.038972
"10810","India","Japan","Commitments",2018,0.008512
"10811","India","Japan","Commitments",2018,2.647001
"10820","India","Japan","Commitments",2018,0.111475
"10822","India","Japan","Commitments",2018,7.262006
"10823","Indonesia","Japan","Commitments",2018,1.348424
"10824","Indonesia","Japan","Commitments",2018,0.645648
"10825","Indonesia","Japan","Commitments",2018,0.146281
"10829","Indonesia","Japan","Commitments",2018,0.138748
"10832","Indonesia","Japan","Commitments",2018,0.051069
"10834","Indonesia","Japan","Commitments",2018,1.217174
"10836","Indonesia","Japan","Commitments",2018,0.487342
"10837","Mexico","Japan","Commitments",2018,0.006238
"10839","Mexico","Japan","Commitments",2018,0.011916
"10843","Mexico","Japan","Commitments",2018,0.00479
"10844","Mexico","Japan","Commitments",2018,0.012179
"10848","Mexico","Japan","Commitments",2018,0.025091
"10851","Pakistan","Japan","Commitments",2018,1.3957
"10852","Pakistan","Japan","Commitments",2018,0.24238
"10853","Pakistan","Japan","Commitments",2018,0.942675
"10862","Pakistan","Japan","Commitments",2018,0.001114
"10865","Philippines","Japan","Commitments",2018,0.65828
"10866","Philippines","Japan","Commitments",2018,39.624114
"10867","Philippines","Japan","Commitments",2018,0.059717
"10871","Philippines","Japan","Commitments",2018,0.002563
"10874","Philippines","Japan","Commitments",2018,0.030732
"10876","Philippines","Japan","Commitments",2018,0.003396
"10878","Philippines","Japan","Commitments",2018,1.724872
"10880","South Africa","Japan","Commitments",2018,0.004545
"10881","South Africa","Japan","Commitments",2018,0.644019
"10888","South Africa","Japan","Commitments",2018,0.030949
"10890","South Africa","Japan","Commitments",2018,0.000561
"10893","Thailand","Japan","Commitments",2018,0.578959
"10895","Thailand","Japan","Commitments",2018,0.462106
"10904","Thailand","Japan","Commitments",2018,1.598021
"10906","Thailand","Japan","Commitments",2018,0.030002
"10907","Vietnam","Japan","Commitments",2018,1.624381
"10909","Vietnam","Japan","Commitments",2018,0.108423
"10913","Vietnam","Japan","Commitments",2018,0.259286
"10918","Vietnam","Japan","Commitments",2018,2.668931
"10920","Vietnam","Japan","Commitments",2018,0.020401
"10922","Brazil","Korea","Commitments",2018,0.007293
"10951","India","Korea","Commitments",2018,0.008822
"10962","India","Korea","Commitments",2018,0.026511
"10963","Indonesia","Korea","Commitments",2018,0.063051
"10964","Indonesia","Korea","Commitments",2018,0.005552
"10965","Indonesia","Korea","Commitments",2018,0.064233
"10968","Indonesia","Korea","Commitments",2018,1.063107
"10971","Indonesia","Korea","Commitments",2018,0.050525
"10974","Indonesia","Korea","Commitments",2018,0.985105
"10975","Indonesia","Korea","Commitments",2018,0.020246
"10976","Indonesia","Korea","Commitments",2018,0.149587
"10978","Mexico","Korea","Commitments",2018,0.007293
"10979","Mexico","Korea","Commitments",2018,0.082002
"10982","Mexico","Korea","Commitments",2018,0.181787
"10985","Mexico","Korea","Commitments",2018,0.090029
"10991","Pakistan","Korea","Commitments",2018,0.083057
"10993","Pakistan","Korea","Commitments",2018,0.04976
"11000","Pakistan","Korea","Commitments",2018,0.011894
"11003","Pakistan","Korea","Commitments",2018,0.011248
"11004","Pakistan","Korea","Commitments",2018,0.050562
"11013","Philippines","Korea","Commitments",2018,0.005909
"11014","Philippines","Korea","Commitments",2018,0.005947
"11016","Philippines","Korea","Commitments",2018,0.161227
"11017","Philippines","Korea","Commitments",2018,0.036357
"11018","Philippines","Korea","Commitments",2018,0.079871
"11034","Thailand","Korea","Commitments",2018,0.020749
"11046","Thailand","Korea","Commitments",2018,0.026511
"11047","Vietnam","Korea","Commitments",2018,0.029819
"11048","Vietnam","Korea","Commitments",2018,0.052152
"11055","Vietnam","Korea","Commitments",2018,0.275636
"11057","Vietnam","Korea","Commitments",2018,0.115336
"11058","Vietnam","Korea","Commitments",2018,1.040986
"11059","Vietnam","Korea","Commitments",2018,3.557853
"11060","Vietnam","Korea","Commitments",2018,0.404645
"11233","India","Sweden","Commitments",2018,0.129453
"11352","Brazil","Switzerland","Commitments",2018,0.000256
"11366","China","Switzerland","Commitments",2018,0.923573
"11369","India","Switzerland","Commitments",2018,0.00409
"11371","India","Switzerland","Commitments",2018,0.76695
"11380","India","Switzerland","Commitments",2018,0.061356
"11384","Indonesia","Switzerland","Commitments",2018,0.000767
"11396","Indonesia","Switzerland","Commitments",2018,0.319562
"11422","Pakistan","Switzerland","Commitments",2018,0.122712
"11442","South Africa","Switzerland","Commitments",2018,2.045199
"11452","South Africa","Switzerland","Commitments",2018,3.89866
"11480","Vietnam","Switzerland","Commitments",2018,0.319562
"11484","Brazil","UK","Commitments",2018,1.882563
"11488","Brazil","UK","Commitments",2018,0.012881
"11497","China","UK","Commitments",2018,1.790295
"11498","China","UK","Commitments",2018,0.022286
"11501","China","UK","Commitments",2018,0.149004
"11505","China","UK","Commitments",2018,0.261594
"11506","China","UK","Commitments",2018,0.179822
"11507","China","UK","Commitments",2018,0.026677
"11508","China","UK","Commitments",2018,0.005295
"11509","India","UK","Commitments",2018,0.145234
"11511","India","UK","Commitments",2018,3.378938
"11512","India","UK","Commitments",2018,0.000128
"11513","India","UK","Commitments",2018,0.189808
"11517","India","UK","Commitments",2018,0.108531
"11520","India","UK","Commitments",2018,3.431697
"11522","India","UK","Commitments",2018,2.856414
"11533","Indonesia","UK","Commitments",2018,0.062524
"11534","Indonesia","UK","Commitments",2018,2.025384
"11539","Mexico","UK","Commitments",2018,0.124159
"11550","Mexico","UK","Commitments",2018,0.011152
"11576","Philippines","UK","Commitments",2018,0.040016
"11587","South Africa","UK","Commitments",2018,0.034006
"11599","Thailand","UK","Commitments",2018,0.074429
"11604","Thailand","UK","Commitments",2018,0.038866
"11607","Vietnam","UK","Commitments",2018,0.330175
"11617","Vietnam","UK","Commitments",2018,0.027344
"11618","Vietnam","UK","Commitments",2018,0.295196
"11624","Brazil","USA","Commitments",2018,0.28334
"11632","Brazil","USA","Commitments",2018,0.33237
"11637","China","USA","Commitments",2018,1.07315
"11640","China","USA","Commitments",2018,0.40938
"11646","China","USA","Commitments",2018,6.55
"11650","India","USA","Commitments",2018,1.98342
"11651","India","USA","Commitments",2018,8.14936
"11674","Indonesia","USA","Commitments",2018,19.76257
"11688","Mexico","USA","Commitments",2018,5.91071
"11691","Pakistan","USA","Commitments",2018,23.4035
"11693","Pakistan","USA","Commitments",2018,99.7793
"11705","Philippines","USA","Commitments",2018,0.00015
"11708","Philippines","USA","Commitments",2018,0.00152
"11716","Philippines","USA","Commitments",2018,9.89078
"11722","South Africa","USA","Commitments",2018,0.15314
"11744","Thailand","USA","Commitments",2018,0.1
"11745","Thailand","USA","Commitments",2018,0.06
"11749","Vietnam","USA","Commitments",2018,2.5
"11758","Vietnam","USA","Commitments",2018,19.70751
"11792","India","Australia","Disbursements",2018,0.099255
"11797","India","Australia","Disbursements",2018,1.555823
"11801","India","Australia","Disbursements",2018,8e-06
"11803","Indonesia","Australia","Disbursements",2018,1.332937
"11805","Indonesia","Australia","Disbursements",2018,0.940644
"11812","Indonesia","Australia","Disbursements",2018,0.04752
"11814","Indonesia","Australia","Disbursements",2018,0.945876
"11816","Indonesia","Australia","Disbursements",2018,0.93888
"11833","Pakistan","Australia","Disbursements",2018,3.213177
"11839","Pakistan","Australia","Disbursements",2018,0.02241
"11845","Philippines","Australia","Disbursements",2018,1.880248
"11856","Philippines","Australia","Disbursements",2018,0.000822
"11858","Philippines","Australia","Disbursements",2018,0.006851
"11868","South Africa","Australia","Disbursements",2018,2e-05
"11870","South Africa","Australia","Disbursements",2018,0.057037
"11871","South Africa","Australia","Disbursements",2018,0.399257
"11884","Thailand","Australia","Disbursements",2018,0.000906
"11886","Thailand","Australia","Disbursements",2018,0.001752
"11887","Vietnam","Australia","Disbursements",2018,1.064692
"11898","Vietnam","Australia","Disbursements",2018,1.12145
"11900","Vietnam","Australia","Disbursements",2018,0.001714
"11912","Brazil","Canada","Disbursements",2018,0.017194
"11926","China","Canada","Disbursements",2018,1.197809
"11931","India","Canada","Disbursements",2018,0.038577
"11936","India","Canada","Disbursements",2018,0.016032
"11940","India","Canada","Disbursements",2018,0.155577
"11941","India","Canada","Disbursements",2018,0.041653
"11943","Indonesia","Canada","Disbursements",2018,0.617236
"11945","Indonesia","Canada","Disbursements",2018,0.617236
"11952","Indonesia","Canada","Disbursements",2018,0.419278
"11954","Indonesia","Canada","Disbursements",2018,0.066935
"11955","Indonesia","Canada","Disbursements",2018,0.414343
"11956","Indonesia","Canada","Disbursements",2018,0.000674
"11966","Mexico","Canada","Disbursements",2018,0.056509
"11968","Mexico","Canada","Disbursements",2018,0.864833
"11982","Pakistan","Canada","Disbursements",2018,0.027806
"11996","Philippines","Canada","Disbursements",2018,0.28567
"11997","Philippines","Canada","Disbursements",2018,0.018033
"12001","South Africa","Canada","Disbursements",2018,0.001767
"12010","South Africa","Canada","Disbursements",2018,0.164048
"12011","South Africa","Canada","Disbursements",2018,0.012952
"12012","South Africa","Canada","Disbursements",2018,0.289912
"12024","Thailand","Canada","Disbursements",2018,0.003146
"12025","Thailand","Canada","Disbursements",2018,0.002994
"12026","Thailand","Canada","Disbursements",2018,0.03885
"12038","Vietnam","Canada","Disbursements",2018,0.171441
"12039","Vietnam","Canada","Disbursements",2018,0.014882
"12040","Vietnam","Canada","Disbursements",2018,0.038176
"12057","China","Denmark","Disbursements",2018,0.316781
"12066","China","Denmark","Disbursements",2018,0.327725
"12068","China","Denmark","Disbursements",2018,0.312408
"12071","India","Denmark","Disbursements",2018,0.146766
"12073","India","Denmark","Disbursements",2018,0.056943
"12082","India","Denmark","Disbursements",2018,0.059701
"12085","Indonesia","Denmark","Disbursements",2018,1.219611
"12094","Indonesia","Denmark","Disbursements",2018,6.44706
"12095","Indonesia","Denmark","Disbursements",2018,0.059397
"12108","Mexico","Denmark","Disbursements",2018,0.157888
"12150","South Africa","Denmark","Disbursements",2018,0.26754
"12152","South Africa","Denmark","Disbursements",2018,0.227981
"12178","Vietnam","Denmark","Disbursements",2018,0.188571
"12192","Brazil","France","Disbursements",2018,0.621088
"12194","Brazil","France","Disbursements",2018,0.335051
"12206","China","France","Disbursements",2018,0.808741
"12208","China","France","Disbursements",2018,2.244685
"12211","India","France","Disbursements",2018,15.081752
"12219","India","France","Disbursements",2018,0.004957
"12220","India","France","Disbursements",2018,39.586029
"12222","India","France","Disbursements",2018,59.140557
"12223","Indonesia","France","Disbursements",2018,177.032928
"12234","Indonesia","France","Disbursements",2018,0.260705
"12235","Indonesia","France","Disbursements",2018,0.130373
"12239","Mexico","France","Disbursements",2018,0.488235
"12248","Mexico","France","Disbursements",2018,0.116543
"12250","Mexico","France","Disbursements",2018,0.00177
"12276","Philippines","France","Disbursements",2018,0.09209
"12279","South Africa","France","Disbursements",2018,0.148625
"12290","South Africa","France","Disbursements",2018,0.274147
"12304","Thailand","France","Disbursements",2018,6.863487
"12318","Vietnam","France","Disbursements",2018,0.457549
"12319","Vietnam","France","Disbursements",2018,0.057595
"12320","Vietnam","France","Disbursements",2018,0.529166
"12321","Brazil","Germany","Disbursements",2018,1.394922
"12323","Brazil","Germany","Disbursements",2018,5.120623
"12324","Brazil","Germany","Disbursements",2018,0.042496
"12326","Brazil","Germany","Disbursements",2018,1.103572
"12327","Brazil","Germany","Disbursements",2018,0.309104
"12329","Brazil","Germany","Disbursements",2018,1.225562
"12330","Brazil","Germany","Disbursements",2018,0.092293
"12332","Brazil","Germany","Disbursements",2018,14.910173
"12334","Brazil","Germany","Disbursements",2018,1.328116
"12335","China","Germany","Disbursements",2018,3.713739
"12337","China","Germany","Disbursements",2018,1.268952
"12339","China","Germany","Disbursements",2018,0.159072
"12340","China","Germany","Disbursements",2018,2.10195
"12341","China","Germany","Disbursements",2018,0.491247
"12343","China","Germany","Disbursements",2018,1.14721
"12345","China","Germany","Disbursements",2018,0.119489
"12346","China","Germany","Disbursements",2018,4.027321
"12347","China","Germany","Disbursements",2018,0.491261
"12348","China","Germany","Disbursements",2018,1.594866
"12349","India","Germany","Disbursements",2018,3.411291
"12351","India","Germany","Disbursements",2018,8.096402
"12353","India","Germany","Disbursements",2018,0.367899
"12354","India","Germany","Disbursements",2018,0.580024
"12357","India","Germany","Disbursements",2018,0.98853
"12360","India","Germany","Disbursements",2018,14.083621
"12361","India","Germany","Disbursements",2018,0.558643
"12362","India","Germany","Disbursements",2018,3.888804
"12363","Indonesia","Germany","Disbursements",2018,0.530223
"12365","Indonesia","Germany","Disbursements",2018,238.576244
"12367","Indonesia","Germany","Disbursements",2018,0.233599
"12374","Indonesia","Germany","Disbursements",2018,3.939983
"12375","Indonesia","Germany","Disbursements",2018,0.244715
"12376","Indonesia","Germany","Disbursements",2018,8.467727
"12379","Mexico","Germany","Disbursements",2018,2.629811
"12382","Mexico","Germany","Disbursements",2018,102.467677
"12385","Mexico","Germany","Disbursements",2018,0.068972
"12388","Mexico","Germany","Disbursements",2018,7.786436
"12390","Mexico","Germany","Disbursements",2018,1.569438
"12394","Pakistan","Germany","Disbursements",2018,0.047871
"12395","Pakistan","Germany","Disbursements",2018,0.193223
"12403","Pakistan","Germany","Disbursements",2018,0.006807
"12409","Philippines","Germany","Disbursements",2018,0.058641
"12416","Philippines","Germany","Disbursements",2018,2.469699
"12418","Philippines","Germany","Disbursements",2018,0.914396
"12419","South Africa","Germany","Disbursements",2018,0.243175
"12420","South Africa","Germany","Disbursements",2018,6.490059
"12421","South Africa","Germany","Disbursements",2018,8.21492
"12424","South Africa","Germany","Disbursements",2018,0.103208
"12425","South Africa","Germany","Disbursements",2018,0.234229
"12427","South Africa","Germany","Disbursements",2018,0.257463
"12428","South Africa","Germany","Disbursements",2018,0.268112
"12430","South Africa","Germany","Disbursements",2018,5.331038
"12431","South Africa","Germany","Disbursements",2018,0.225874
"12432","South Africa","Germany","Disbursements",2018,0.686892
"12437","Thailand","Germany","Disbursements",2018,0.00897
"12438","Thailand","Germany","Disbursements",2018,0.044875
"12441","Thailand","Germany","Disbursements",2018,0.146141
"12443","Thailand","Germany","Disbursements",2018,0.008807
"12444","Thailand","Germany","Disbursements",2018,1.109353
"12445","Thailand","Germany","Disbursements",2018,0.123691
"12446","Thailand","Germany","Disbursements",2018,0.047209
"12447","Vietnam","Germany","Disbursements",2018,0.028357
"12449","Vietnam","Germany","Disbursements",2018,1.453744
